GENE	GeneLength
SERPINB6B	2193
WFDC12	775
LRRTM3	3896
VMN1R226	897
OLFR1414	1189
ZC3H6	4916
TRP53RK	4426
GM9776	2980
KCNA10	1913
OLFR1026	924
OLFR1370	951
TOM1	2358
LHFPL4	4762
D930007J09RIK	393
1700110M21RIK	1861
OLFR1260	1247
ABRA	1762
AIDA	3293
FOXO4	3162
OLFR648	951
MAMSTR	4534
GM14117	843
9230106D20RIK	1406
GREB1L	8414
4922501L14RIK	2309
EGFLAM	4778
GM5436	642
9930038B18RIK	3872
SBK1	4092
UPK3B	2346
NOTUM	2212
LOH12CR1	1761
IFNK	805
NHLRC3	5001
RASEF	5183
GNG2	3826
KLHL6	2386
ONECUT1	3651
TMEM194B	3394
PTGIR	3305
EDEM3	6604
WDR63	3176
GM16433	2248
TRPV3	5835
CCDC63	2299
TNP2	549
DISC1	2860
ZFP513	2228
FSCB	3566
TMEM18	2952
SPICE1	4627
VMN1R66	1524
DPY19L1	4747
FAM89A	1315
DUB3	1626
SYNPO	5159
TMEM82	2898
OLFR855	992
IL17RE	2933
MMP1A	2022
ZFP866	3245
TUBA1C	1977
HIC1	3497
QRFP	2927
LRRN4	3715
OLFR448	933
A530016L24RIK	2636
D830039M14RIK	1693
MOB1A	4412
TMEM186	2736
AQP6	2060
GM11292	567
ISPD	2690
PPP2R3A	6915
HPDL	1602
ARL11	1482
PIGY	3573
TMEM212	716
LOR	1775
4930426D05RIK	1650
GM11993	820
4732471D19RIK	4819
RFESD	2807
GM1840	1413
ZMPSTE24	3949
HOXA6	1731
GM4835	972
OLFR1009	945
FAM124B	2855
UPF2	5174
FAM129C	2834
EXOC3L	2497
TMEM64	4670
PIGV	3979
FAM13C	3380
UEVLD	4425
PYHIN1	3497
OLFR1031	1011
OLFR1123	972
TRIM56	9279
GM5531	2527
TMEM11	1511
PNPLA1	4483
MEI4	3135
ZFP784	2153
GM16373	303
C030030A07RIK	2056
B3GALNT1	1901
KCNJ6	3637
VMN1R75	918
OLFR571	969
D17H6S53E	2126
OLFR131	1358
PCDHB19	7131
OLFR30	1066
COX8C	476
FBRSL1	4720
GM8849	477
OLFR975	933
RHBDL2	1683
FILIP1L	4452
6530409C15RIK	1573
HOXD9	2183
GM6741	1330
OLFR577	939
OLFR187	1087
OLFR78	3496
HEXIM2	1910
OLFR1342	1002
GPRASP1	5843
OLFR267	944
TMEM130	2805
2510009E07RIK	5164
GPR135	1374
HFM1	5018
USP48	5741
OTUD1	2529
LRIT2	2781
A030009H04RIK	2081
HILPDA	982
EIF3J2	2419
4922505E12RIK	2055
PSAPL1	2548
LENG9	1690
E130012A19RIK	2324
GPR149	4222
PGP	1027
GJC2	2187
MAGEA10	1821
ZFP536	4621
PCDHB12	3034
ELFN2	4846
SPTSSB	1786
RAB9B	3980
ZBTB37	3966
ADAM30	2362
GM9782	532
GM6863	642
GM5867	591
KRT34	1609
ACOT6	3388
GM9783	468
TRIL	5355
9330132A10RIK	3727
LGALS2	590
GIMAP5	1953
HSCB	804
RAI2	2204
A430060F13RIK	378
OLFR266	1027
SORCS1	7241
SETX	10970
VMN1R225	897
CASC1	4308
FAM164A	3361
4932442L08RIK	2939
FBXL7	1476
MDGA1	8339
4930412D23RIK	814
PARS2	3046
4930470P17RIK	1395
ACPL2	3189
UNC5CL	2838
ZFP3	2061
OLFR13	1054
MMP3	1798
VPS37D	1544
EIF5AL3-PS	447
UBXN10	3304
4933412A08RIK	1343
1700019D03RIK	3641
ECM2	3596
4930412F15RIK	3913
ADAMTS3	7582
RBM20	6592
0610009L18RIK	619
PLD6	1753
NPSR1	3791
GM9785	1006
TMEM221	1539
TOX3	3356
DIRAS1	2953
DPY19L3	8006
KCNS3	2933
FAM25C	408
FEM1A	6816
1190005I06RIK	844
OLFR399	1003
OLFR62	949
PDE12	7725
CAPN13	2614
OLFR1326-PS1	936
RPL7	1597
COL6A6	7098
F830045P16RIK	1925
PTPN11	7442
B430306N03RIK	3996
1520401A03RIK	3726
DMRTA1	4079
PKHD1	12935
GM12481	460
1700048O20RIK	1642
CCDC64B	1913
DEFB12	1003
VWCE	3540
D830025C05RIK	976
GM14492	2251
KIFC5C-PS	1530
OAZ1-PS	681
LY6G5B	1176
RTN4R	1938
ADAMTSL5	4104
OLFR94	1304
LYSMD4	3311
CLEC4A3	1300
2900005J15RIK	2025
TMEM145	2298
CLRN1	3083
OLFR479	1111
MGAT5B	4258
NUP62	2719
1700049L16RIK	805
TAS2R118	900
TAF10	4281
FOXL1	1084
GM5809	529
ZMYM1	3852
CHI3L7	1052
OLFR323	972
KBTBD7	4529
SLC36A4	5562
GM8399	1119
OLFR1018	936
S1PR2	2815
VMN2R2	2727
GM22	3078
TRP53BP1	9621
OLFR922	1132
CCDC60	3522
D630028G08RIK	363
CCDC84	1158
NCMAP	2000
OLFR544	1181
KLHL15	6241
GIMAP7	1269
KLRI2	3913
A530064D06RIK	1900
WDFY3	14274
NAALAD2	4066
ADAM6A	2507
OLFR691	969
CCRL2	2110
THRAP3	4378
ORAI3	2141
EMX2	2598
OPN5	1824
KRTAP19-4	304
SPATA31D1D	3827
CEP164	5541
PURA	14943
2900052L18RIK	1588
MGAT2	2615
GPR75	2926
GLS2	2573
CILP2	4314
NPY5R	2314
GPR133	5163
MRPL50	2114
MUC19	3925
PCDHB21	4662
RELL2	2150
OLFR790	1070
TMEM20	3471
OLFR178	960
IRF2BP1	2697
CCDC141	8969
NPB	542
ALS2CL	5150
OLFR1288	939
OLFR1497	945
KRT13	1654
FMN1	11817
PCDHB14	3438
CCR10	1726
OTOS	2990
EFCAB9	754
MTHFR-PS1	601
A830010M20RIK	6756
OLFR225	1260
0610009B14RIK	944
GM9788	906
CEP68	4804
GPR22	4587
ZRSR1	4492
FAM19A2	4364
EML6	8083
S100A1	677
4930441O14RIK	2624
EFCAB8	1703
4933402P03RIK	1640
LMOD3	2242
C130050O18RIK	2974
CCDC166	2301
RSBN1	6727
IL1F9	1648
OLFR868	1132
OLFR964-PS1	897
2900011O08RIK	2394
OLFR683	960
5430402E10RIK	798
PROCA1	1359
9530080O11RIK	1475
FAM109A	2335
PRSS53	2134
E130201H02RIK	851
1810024B03RIK	2364
ARF6	3730
1810030O07RIK	2699
NKRF	3268
A830080D01RIK	3366
NAA38	3305
HEPACAM2	2229
TNIP3	3769
RNF182	3544
BCL2L15	1902
FOXO1	5552
OLFR1384	1034
PTX4	1582
SPINK10	1113
WFIKKN2	3516
NKX2-6	1381
GPR146	4264
S1PR4	2388
CDC25C	1941
OLFR983	1050
VSIG4	1432
GM7887	734
OLFR1094	1147
KCNJ4	2148
AQP5	1551
NKX2-3	2111
GRSF1	2538
DEFB13	452
DNAJC21	2753
GM9789	392
OLFR1010	940
NXPE4	3173
NHLRC1	2293
BHLHA9	1207
IL20RB	2793
VMN1R45	3250
DEFB29	462
PCED1B	2198
OSBPL1A	3956
PCSK9	3521
CTLA2A	1373
E030002O03RIK	2268
GM4895	1137
4933427E11RIK	1214
CRB3	1206
GM1821	690
OLFR221	1062
NRN1L	617
CNR1	5807
OLFR978	936
OLFR794	963
KRT84	2570
ZFP879	2414
CDKN2A	929
4930500M09RIK	697
UBR3	8081
APOL7C	2044
NEUROG3	1540
MAB21L3	3558
GPR4	2884
1700001O22RIK	1672
DSC1	3775
TRP53I13	1463
GM9790	442
CXCR7	3065
APLNR	3563
ALKBH2	1073
PHLPP1	6226
GM5601	1437
MARVELD1	3058
MCART6	4094
SNHG11	5864
LACC1	2444
SOWAHA	3617
P2RY4	4434
BC024139	2973
CCDC89	2349
TMEM74B	1435
CXXC4	5623
SLC16A13	2531
BC027072	5004
GM13080	420
SLC15A5	2461
2410080I02RIK	414
TIGD3	2114
DSG2	5766
SOWAHD	1574
ADIG	632
QK	285
SPTSSA	1363
GM9493	579
CRYGA	717
KLK12	1106
CAMSAP3	4295
GM9791	733
OLFR1442	1065
N6AMT1	3473
PFN3	414
DOCK5	10335
ZFP507	6690
FFAR1	903
OLFR867	996
RIN3	3892
GM4776	4667
SHISA2	3144
FAM160A2	10895
FAM46C	5640
TNFAIP8L1	2379
AB041803	1676
ASCC1	1488
ZFAND3	2616
4930578I07RIK	1372
KLK1B11	863
OLFR1112	957
2510039O18RIK	2731
HS3ST5	3078
ZFP758	2973
BOD1	1394
LINGO4	3645
GM8385	600
FOXE3	977
ZFP488	4301
A730020M07RIK	971
ZNRF4	1236
TRAM1L1	2224
RPS2	1094
CCBP2	2784
OLFR779	390
GM4830	960
PROP1	1000
4921513I03RIK	1534
DACT1	3650
TCEAL3	1871
9930012K11RIK	1986
4930544O15RIK	802
OLFR1302	948
RASIP1	3202
CAGE1	3449
ACP1	3107
5031434C07RIK	2894
FAM59B	3865
4932415D10RIK	3163
TLR7	3897
SERPINB3A	1645
DND1	2057
MYCS	2362
9130011J15RIK	2892
GM9294	792
ZBTB39	5946
GM4922	1950
LIPH	3793
SWI5	1194
RNF208	1333
CNRIP1	2153
B530045E10RIK	2526
CSRNP2	4126
GM11507	412
PARD6B	3399
GM7334	1356
ZBTB7C	4569
CSRNP3	10672
KRTAP4-2	971
PRSS42	1547
D3BWG0562E	5690
FZD1	4375
ZFP612	2301
LY6K	791
CNPY1	3004
GM13749	1432
2010007H06RIK	626
GM5479	435
TMEM201	4631
IL27	1021
PALB2	3750
PHF11	1354
OLFR670	939
CCNJL	2672
KCNJ10	5407
GEMIN7	1023
SLC38A6	3927
4933433P14RIK	2776
DOK7	2779
E230025N22RIK	2016
GPR152	3922
BC030476	2376
9930104L06RIK	4749
SERPINB1A	1917
KLK14	1271
DEFB10	298
1700001G17RIK	870
DEFB1	872
ABCA6	5240
GM12231	695
GM6430	1248
TRMT10C	3002
D1ERTD622E	3495
SCML4	4885
SNTN	1240
HJURP	4878
ZFP36	1792
SPATA32	1112
FADS6	4951
SETD2	8350
ISCA1	2553
9330133O14RIK	1990
CYB5D1	1034
OLFR923	1068
OLFR159	960
ZFP354C	5325
AF251705	1274
SHB	2244
OLFR543	1130
D630023F18RIK	2180
OXGR1	3732
AY074887	689
OLFR545	951
TLR1	2652
ANKRD45	2322
LSM11	6453
1700056E22RIK	967
LEMD2	2595
GM1123	1337
DEFB36	468
ANKRD50	7031
GM3345	1722
ZFP444	2467
CHCHD8	1391
UQCRQ	1521
OLFR821	933
OLFR649	1083
PSG22	1871
4930503L19RIK	2291
SYT16	2705
1700029I15RIK	416
RASSF9	2118
OLFR1030	990
H1FX	1061
SSTR3	3928
ZFP367	3528
BC030307	4365
KLHL31	6253
WDR96	5264
UBTD2	1012
PWWP2A	3277
MYLK4	5641
KCTD21	2966
PP2D1	2476
FBXO48	2117
NAPEPLD	3954
WDR72	5195
SFT2D3	2810
OLFR124	1122
TST	1096
UCN3	1478
1110034G24RIK	1471
OLFR1426	1671
E130304I02RIK	435
SPATA21	2526
FZD5	6912
TUBG2	1754
9030612E09RIK	1859
PRRT3	3304
GM4779	1190
OLFR711	1359
ACER1	2429
1700024P04RIK	476
PRSS22	1323
OLFR1443	4335
CETN4	2981
ANKRD34B	4013
TMEM232	2665
PRKCE	6254
MEGF8	10040
LRFN4	3194
GM9795	941
PRLHR	1572
KCNG3	3356
RPSA-PS2	510
PCDHB7	3506
FAM164C	4482
9930022D16RIK	2706
E130308A19RIK	10856
GM9796	2250
RNF216	4671
LINGO2	3808
S1PR5	2500
AQP12	1088
S1PR1	3029
ARHGEF37	3234
MAGI1	7209
SUV420H1	6130
SLC25A26	1915
POLN	2897
DMD	14910
GM5514	306
CCDC73	3944
SAYSD1	2294
KRTAP4-7	978
RASSF8	1131
TAAR6	1038
PRRT2	2940
OLFR1445	1001
RPL18A	1291
OLFR620	942
TUBB2B	1922
PIGW	2675
OLFR1255	933
GM8946	1026
OLFR1161	1012
BOLA3	2312
AI467606	1918
FAM123C	4350
2310047M10RIK	1802
4933411O13RIK	1464
SOX3	2061
SHROOM2	7494
CIRBP	1321
LRRC3B	1658
OLFR123	941
OLFR835	936
DPY19L4	6754
VCPIP1	9749
NUDT18	3716
ASXL3	11697
HS6ST1	3719
PPP1R2-PS9	882
OLFR1152	933
BC106179	4128
RLN3	475
KRTAP5-4	1002
1110012L19RIK	1094
A730035I17RIK	684
KCNG4	3806
MED26	3040
ZFP688	2732
ZFP574	4195
MORN2	644
KLHDC9	1558
TAS2R119	1008
ZFP691	2341
CENPH	1251
LCA5L	3162
GPR20	2144
TMEM86B	1220
DCAF12L1	3509
RTN4RL1	3525
USH1G	3306
E330021D16RIK	1116
INSIG1	2697
PREB	6269
OLFR734	1033
LHFPL2	4348
SOWAHB	3900
FAHD1	1407
ADRA2C	3196
5430407P10RIK	2061
TLR9	3471
FNDC7	4864
6330549D23RIK	3228
CENPE	7813
4933402E13RIK	1970
2310079G19RIK	879
ZFP423	4907
HSFY2	1399
DEFB11	317
A930104D05RIK	939
VMN1R70	897
OLFR167	939
9530056K15RIK	2315
NYAP1	3912
SH2D5	3529
FAM186A	9334
TNFRSF26	2977
IFNE	664
RBM15B	3016
WDR81	6908
TMEM88	1582
PXT1	710
OLFR433	1004
CXCR4	1805
1700120B22RIK	453
OLFR1033	3664
EPCAM	2040
OLFR1499	1052
KCNK13	3078
TRIM39	4718
AKR1E1	3288
2410002F23RIK	4201
1190002N15RIK	3950
VMN1R230	951
OLFR1390	936
HNRNPH2	3988
TMEM60	1147
COX19	2461
INSM2	3102
GPRIN3	3100
GM9797	1182
SLCO6B1	2223
2810002D19RIK	2040
ZFP956	2823
TTLL13	3010
HCRT	586
OLFR1368	1056
LCE3C	564
OLFR459	1109
TRRAP	12479
BHLHE23	2520
PCDHB3	3787
NIACR1	1947
SYS1	4271
A930002H24RIK	492
OLFR1367	1055
GPR150	2130
OLFR460	1061
POU3F3	3062
ONECUT3	4776
ZFP560	4751
GM9799	1401
TSSK2	1387
OLFR891	951
C1QL1	1473
KCNA5	2834
DDX28	1871
SPRR3	1222
OLFR600	948
KRT14	1698
RNF113A2	1383
FPR1	1324
METTL24	1529
OLFR827	1058
SPRR4	231
MC2R	1562
PENK	1449
VMN1R233	960
ST7L	4082
OLFR710	1156
OLFR610	948
BC049730	1170
6430704M03RIK	6817
OLIG3	2047
GLB1	2395
ZFP553	3342
DBX2	3460
GM5455	729
CHRM2	5676
ODF3L1	1080
ESF1	3396
PIGZ	2184
SH3TC2	4536
TMPRSS12	1349
MTUS1	6548
ZFP629	6120
VWC2L	4655
AU021034	2241
PCDHB10	2841
PID1	2664
PLEKHA7	4312
HENMT1	1998
CDC42EP2	1491
MFSD5	1742
SMTNL2	3572
SPRED2	4449
COL27A1	7612
OLFR1489	942
PQLC3	3045
TCF21	1223
LCN6	1254
PCDHB4	3719
WDR89	2981
THTPA	2779
NLRP4E	2944
GM4997	360
GM8935	750
OLFR447	933
1700023L04RIK	901
VMN1R76	975
PRR15	1381
ADRB2	2143
PNOC	2157
SPRN	3374
BRICD5	997
B230317F23RIK	2472
D830014E11RIK	2978
MMS22L	4478
TSSC4	1519
ZFP764	2508
FAM179A	3503
BASP1	1847
B230219D22RIK	4651
SLC16A5	2340
LRTM1	7318
IFITM10	3412
OLFR624	927
CCDC149	3317
OLFR578	942
4930526D03RIK	718
WHAMM	3069
4930402K13RIK	1781
GM9800	914
HSF3	2691
OLFR984	945
GM9801	408
1700101I19RIK	390
ZFP36L2	3530
ZSWIM3	2708
OLFR574	1041
PTPRCAP	927
SERPINB9	3472
HDGFL1	1994
A430105I19RIK	4703
GM7148	714
LYRM2	889
CRADD	1650
GVIN1	8846
SLITRK6	4242
ADRA1A	4282
PCDHB8	2340
4933415A04RIK	2009
OLFR1461	939
GM9803	516
PAIP2B	3982
NPAS4	3277
C2CD4C	6744
CCDC42	1384
6330416G13RIK	3765
4933440M02RIK	3801
GM20715	4460
CLEC14A	4539
IFIT2	3818
MTMR11	3224
BC049762	883
GM9804	561
MRPS12	883
GM5548	396
SDPR	3054
WNK1	11330
GPR158	7171
5830403L16RIK	1851
ING1	2813
MCART1	4438
C2CD2	6555
TMEM104	4564
EIF4G1	5638
4930451I11RIK	475
ONECUT2	13389
B3GAT1	3801
POLR2K	601
AY036118	714
NAA11	3349
D830044D21RIK	2060
GAPT	2055
PNLIP	1485
ZFP830	3278
OLFR1364	945
POFUT1	5600
STARD5	2832
FAM26F	1080
SNX12	2415
FAM105B	1491
OLFR803	927
RP1L1	6757
SBSN	2285
GM15428	333
EID2	1285
PPP1R15B	5594
IGFALS	2111
OLFR998	1012
LRRC8D	5736
CLEC9A	3292
TMEM174	2252
4931422A03RIK	1037
GM9805	171
HPCAL4	4931
KRT32	1664
BC030336	4842
6030422M02RIK	3226
IL17C	719
AB041806	2105
SERINC4	2551
5830418K08RIK	7605
1110008E08RIK	721
VMN1R184	945
C130073F10RIK	913
9930021J03RIK	8026
PATL1	4221
1700018M17RIK	456
OLFR918	978
FUT10	3527
TMEM229B	3860
CHRM3	1770
OLIG1	2171
GLDN	4658
KCNRG	856
ADAMTS6	4822
PABPC6	3208
NXPH1	2815
E2F8	3691
4930550L24RIK	1684
GSG1L	3924
ZFP84	4113
CD109	5860
PCDHB20	3395
IQUB	3651
TTC39D	2438
SCAF8	4869
SPRR2G	650
PNMA2	4549
PIK3R6	3237
OLFR735	1065
CYM	1236
RPRML	1072
C230012O17RIK	2999
PLAUR	1396
SCAND1	759
VPS13A	9656
HEPACAM	3327
1600029I14RIK	845
PILRA	2578
KRTAP5-3	1074
ADAM29	2726
SPRR2H	752
C87977	2446
USP27X	4273
OLFR1444	1030
TUSC5	3302
SHE	5733
ADAM20	2589
PNMA3	3404
PRPS1L1	1616
ANKLE1	2410
OLFR1412	966
ZFP62	4029
AI464131	4173
STXBP6	4209
BC107364	1159
CCBE1	5304
HS3ST2	2270
DPPA3	833
ERMP1	7058
SLC25A23	3362
RPL37A	584
GM6195	360
FAM178B	2284
GPAT2	2628
GM11223	971
2310010M20RIK	1408
ZFP322A	4844
GJB2	2406
DEFB14	204
RPL27A	1596
4931440L10RIK	1735
GM5590	345
ASPHD1	1647
JRK	5742
PCDHB17	3269
GM9806	552
OLFR609	965
RBP1	2628
YOD1	3825
1700067K01RIK	1291
KCNK6	4089
GM6816	768
D230002A01RIK	2990
B430212C06RIK	2623
BC046404	1984
OLFR518	1002
NGFRAP1	933
HNRNPA1	1918
GM13078	2106
SCGB2B24	523
GM5564	1240
FTSJD1	3577
PPM1E	6344
CAMK2N1	4444
C77370	11476
OLFR71	1497
TMEM150B	2822
SH2D7	2759
5930403N24RIK	2122
SOX18	1620
KRTAP4-16	954
SCN4B	4940
OLFR231	924
MOSPD4	823
RNF222	3463
C1QTNF2	1211
OLFR1352	1174
FAM19A4	2182
COX17	3690
FERD3L	886
GOLPH3L	2836
KCTD4	3015
AR	9096
ZFP526	3354
FAM43A	3075
4731417B20RIK	1627
SPIN2	1309
ZFP319	4106
ARSJ	3715
UNC119B	3659
4930430F08RIK	2419
ZFP518B	6816
LYRM4	1515
PRR12	6879
OLFR1389	1073
GM7862	292
CCDC147	3345
LRRC8E	3878
OLFR1165-PS	950
TICRR	7185
TMEM215	4733
BDH1	3122
D9ERTD402E	3049
B3GNTL1	2864
HRK	5366
OACYL	3431
VWA5B2	4527
ACTRT1	1339
OLFML2A	5579
RPS11-PS4	477
GJB4	1446
PKD1L1	7631
GM7729	963
TTC34	3198
OLFR218	942
OLFR1440	948
TAS2R143	882
ZFP316	6891
RBM12B1	3069
CXXC5	2271
FAM54B	4085
TMEM251	3369
LCE1L	670
OLFR981	997
C87436	2922
0610025J13RIK	713
GM5424	1595
TIFA	2181
CHTF8	2931
FAM46B	2287
ENPP7	1408
SLITRK4	8494
CSNK2A2	3766
MAPK10	7203
HMGA1	1898
FOXC2	2722
VMN1R67	999
IGBP1B	1350
BST2	764
NXPH3	2099
RPL14-PS1	710
CDC42SE1	2805
ADAM24	2870
0610010O12RIK	1795
KCTD11	2721
GPRC5A	2083
FAT4	16109
GM9812	968
2310005G13RIK	3067
BC089491	1279
CCDC66	2940
KIF2B	2295
MRPS7	1962
FAM83H	4534
A530053G22RIK	1526
RHOJ	4892
8030474K03RIK	1991
TTC6	5782
EPM2AIP1	7245
GM9814	1441
OLFR1341	939
2410016O06RIK	2346
ZFP787	1899
GPR61	3686
PPP1R3B	4206
CLDN12	3752
PHGR1	542
MPEG1	4335
3110062M04RIK	3681
AI646023	4601
ATP10D	6052
GLTPD2	1216
GCHFR	645
DDIT4L	2722
SLC39A3	3796
FAM187B	1224
METTL21E	3211
KRT1	2445
BROX	3456
0610008F07RIK	839
CKAP4	2915
VAT1L	4244
IL1F10	538
SPESP1	3013
PIP5KL1	1794
GPR1	1940
C230030N03RIK	945
HECTD3	4583
PRAMEF8	3886
FBL	1159
MBTPS2	4797
ATXN1	10605
IRGM1	3832
OLFR374	1080
ZFP474	1930
ZFP740	4241
PRL7A2	905
LTB4R1	1394
TEFM	1309
OLFR1451	933
MYCT1	2775
GPR6	1774
VMN1R179	972
VMN1R193	960
CSL	1954
MAGEB16	1854
ADCK2	3542
NQO2	3974
GM5815	1185
SPZ1	1602
4930432E11RIK	4109
SLC26A1	3812
GPR156	4581
ZFP295	6010
PLA2G4F	3116
BC053393	2020
OLFR1020	1079
PCDH15	468
TSHZ1	5656
TAPT1	3487
WDR27	2574
GM5637	1119
MARS2	2882
2610303G11RIK	516
SPSB4	2944
1110032F04RIK	2578
MSGN1	567
ZFP41	3735
MTAP4	3165
FBXO41	6562
CATSPERB	3716
CCDC108	5727
MIPOL1	3737
4921510H08RIK	1868
ACSM4	2154
SPATA2	4012
VMN1R68	960
PCDHB15	2795
ANKRD33	1442
ZFP445	2961
NIPA1	3183
OLFR1151	927
PRR15L	3545
D030056L22RIK	1677
TMEM164	5224
1700031F10RIK	607
OLFR432	939
OLFR914	951
TEDDM1	1415
GM9817	2531
DUSP28	1491
UBE2DNL2	743
NGRN	1709
LRRC4B	2728
TMEM198B	3156
OFCC1	2816
RNF31	3485
TAS2R139	960
PBP2	564
DNAJB7	1186
CLDN14	1457
D330028D13RIK	2096
9430041J12RIK	534
ANKDD1B	3003
TICAM1	2992
CLTC	6519
1700113H08RIK	1343
CD24A	1813
ZFP654	4741
DMRTA2	2922
TET1	14369
OLFR1052	940
1700001C19RIK	1622
KHNYN	3876
CYP4X1	4187
CHST9	1934
OLFR65	1106
TIGD5	2387
GM6684	684
HELT	1530
NEURL3	2583
SAMD14	3318
IRS3	2337
RAB2A	2133
GM9818	255
DYNC2H1	14264
GJD3	837
VMN1R54	948
DUSP18	4632
OLFR1495	1089
YTHDF3	5162
RPL9	2686
CDH19	3054
CCDC36	2859
FAM185A	3027
EAR11	686
OLFR684	939
GM527	1463
BC048546	4698
CLDN2	3044
FBXW21	2242
MAGEH1	1398
TAF9B	2633
HIST1H2BE	2433
C2CD3	7812
PTGS1	2867
KRTAP1-5	1040
PRSS45	1235
MC4R	2758
EMC6	1332
GAP43	1420
ZFP358	1999
SFN	1613
NEURL4	5188
OLFR370	1096
GPR15	1290
SMGC	2977
KCNV2	5108
PCDHB13	3693
4931429P17RIK	2012
KCNE4	2462
ZFP286	3051
METTL21C	3482
LANCL3	3991
GM5806	2968
OLFR976	2813
LCN10	1106
GM973	3594
CSTAD	819
FAM108B	2475
DNAHC14	1986
GM7367	633
ZFP768	2245
B3GNT1	2035
ALS2CR11	782
A730013G03RIK	1551
ATMIN	4877
DEFB9	310
ODF3B	1039
TGIF1	1714
CTDSPL	4589
ZBTB44	8857
FLRT2	7099
GPR68	3223
REXO1	5249
CMYA5	11850
FAM180A	1528
AI837181	1529
DLK2	1783
AI480653	2987
ANTXRL	2126
FAM132B	2814
OLFR139	948
ARL4A	3936
GPHN	3298
DYNLRB1	788
A530099J19RIK	2773
8030462N17RIK	3418
ZFP30	3707
KLHL34	1935
4932411E22RIK	2665
INHBE	2135
DLGAP2	4503
RNF152	8529
ADAMTS12	6234
CLDN4	1809
HEATR8	4346
BAIAP3	3815
MBD3L2	2075
GM6776	900
OLFR1396	1170
TSPYL1	2696
BC049715	1120
DMBT1	6241
SLFNL1	1762
ALS2CR12	1579
RTP2	2421
MIS18BP1	5016
OLFR67	1242
FBXO28	4913
OLFR616	954
OLFR629	1122
CLTB	3174
TMEM41B	3840
LXN	1112
MMP10	1720
KRTAP3-1	604
ACOT10	1532
TYW3	4270
NCCRP1	1531
MAFA	1080
NXPE5	3585
OLFR1122	1080
ZFP235	2466
FRAT2	2155
ANKRD34C	2475
A430005L14RIK	1098
BC029214	1254
DDI1	1520
OLFR791	939
APOF	1930
FGFBP3	1772
2810006K23RIK	1677
CDCP2	2611
NR1H4	2013
KRT83	1826
D930020B18RIK	2581
GM5454	1455
FBXO30	5060
CD3EAP	1404
PEA15B	384
TSSK6	1333
VMN1R74	915
TRPT1	1142
CRRY-PS	483
GAL3ST3	2421
1600012P17RIK	2475
OLFR26	931
MSL3L2	2140
TCTEX1D4	990
PDHA2	2352
RPS8	1120
RPSA-PS10	1031
GPR82	2497
ZCCHC5	2948
4930533K18RIK	1259
YIPF6	5211
CCDC144B	5930
OLFR1388	936
ZFP828	4013
UST	4284
PPP1R2	4078
OLFR736	939
UBIAD1	2992
4922502D21RIK	1581
BOLA2	1266
BC025446	1472
FCGBP	7928
D19WSU162E	3979
BC048609	545
SAMD9L	5329
FBXO40	5137
RNF150	9685
ZC3HAV1L	6536
UTF1	1227
FANCB	2980
HS3ST3A1	3939
LRRC49	4210
ATG16L2	2655
ANKFN1	2384
PHF13	3205
LIX1	3116
FLRT1	5859
SLC38A9	8904
SNED1	9147
OLFR685	1088
GJB1	1585
CD300LF	3929
OOG4	1981
AKAP10	3874
9330154K18RIK	2641
CCDC88B	4959
TIGD4	3459
TRIM16	3906
GM6484	864
PYGO2	3198
A730018C14RIK	2253
CDCA4	2417
BC051628	1387
DIRAS2	4348
BRI3	955
BEX4	837
STX19	2812
FOXI1	2357
LONP2	4487
GIMAP6	3179
OLFR770	936
GPR157	4900
A4GALT	2128
USP14	2360
CXCR5	2824
RELL1	3250
KLK9	1475
TNRC6B	17327
SERPINB6D	1463
ANG2	438
RIPPLY2	502
CCR4	2787
SSTR2	2089
GM8566	465
TSHZ2	5083
ANKRD16	3688
PCDHB16	5268
NPM2	997
TRAPPC9	4688
GM5607	5064
4930483J18RIK	1093
STPG2	2818
MARCKSL1	1605
GP5	2196
KCNA3	1968
OLFR186	1005
STBD1	1985
RPL9-PS7	579
OLFR1093	969
KCNA1	8970
SYNB	4055
9230110F15RIK	1135
PALM3	2452
4933428G20RIK	1425
INO80C	2498
C2CD4A	1352
FAM69C	2153
CYPT4	643
PRRG1	3964
GIGYF2	5724
HES5	1273
CATSPER4	1725
TMEM196	1168
TIMM8A1	1421
ZFP473	9229
KRT35	2394
NEUROD4	3344
TMEM229A	4985
RGMB	2633
ENO4	2568
FCRL5	1791
4932418E24RIK	3148
ISG20L2	2893
ARXES2	1540
ZBTB33	5122
LDLRAD3	3833
FPR-RS4	972
CYB5R2	2772
OLFR1349	1054
PIRT	4200
ARF1	1991
H1FNT	1326
TENM4	13547
OLFR731	981
GM4737	2081
LMOD1	3948
TAF13	2443
OLFR19	1020
4632415L05RIK	1077
KCTD12	3805
TMEM72	3585
RBM15	3270
ARID4A	4998
ENTPD1	4221
COL6A3	10106
DMRT2	2347
NAT8L	6529
NWD1	7840
GM12663	1178
OLFR49	1030
MLL2	19805
H2BFM	1049
SELPLG	2604
GM7204	600
MCMBP	4237
OLFR1324	1152
TMEM81	1740
ASB8	2226
GM7075	339
BEND7	2860
GM8181	669
MUC6	8650
OLFR1153	957
EFCAB4A	1698
DNAJB8	989
A630023P12RIK	1221
GPR85	3661
NAGS	2714
AMIGO2	2871
MFAP1B	3362
OLFR1212	936
FBXO43	4035
H2-M10.4	1410
