NAME	CHR	GC-CONTENT	TYPE
CTC-394G3.1	5	35.27	pseudogene
CTC-394G3.2	5	32.84	pseudogene
CTC-398G3.1	19	56.12	pseudogene
CTC-398G3.2	19	46.97	pseudogene
CTC-421K24.1	17	47.31	pseudogene
CTC-422A18.1	5	52.26	pseudogene
CTC-422A18.2	5	47.15	pseudogene
CTC-425K20.1	5	43.69	pseudogene
CTC-428G20.1	5	59.77	pseudogene
CTC-431G16.3	5	57.63	pseudogene
CTC-436K13.4	5	49.63	pseudogene
CTC-438O3.1	5	40.81	pseudogene
CTC-441N14.4	5	38.94	pseudogene
CTC-444D3.7	19	48.68	pseudogene
CTC-444N24.9	19	36.34	pseudogene
CTC-448F2.3	19	47.46	pseudogene
CTC-448F2.6	19	42.23	pseudogene
CTC-451P13.1	5	42.57	pseudogene
CTC-455F18.3	5	40.85	pseudogene
CTC-457E21.3	19	54.2	pseudogene
CTC-457E21.4	19	56.73	pseudogene
CTC-457E21.5	19	56.09	pseudogene
CTC-457E21.7	19	59.5	pseudogene
CTC-458A3.1	8	48.28	pseudogene
CTC-459F4.6	19	43.98	pseudogene
CTC-459F4.7	19	43.3	pseudogene
CTC-459F4.8	19	30.15	pseudogene
CTC-461H2.2	19	40.11	pseudogene
CTC-461H2.3	19	49.42	pseudogene
CTC-463N11.1	5	39.57	pseudogene
CTC-470C15.1	5	50	pseudogene
CTC-470E21.1	5	40.28	pseudogene
CTC-471F3.4	19	50.84	pseudogene
CTC-471F3.5	19	46.96	pseudogene
CTC-478M6.1	19	44.42	pseudogene
CTC-479C5.11	16	55.41	pseudogene
CTC-484M2.1	5	55.81	pseudogene
CTC-484P3.1	5	41.14	pseudogene
CTC-490E21.13	19	53.15	pseudogene
CTC-493P15.2	8	44.73	pseudogene
CTC-496I23.1	16	35.2	pseudogene
CTC-498M16.3	5	46.65	pseudogene
CTC-499B15.1	19	40.25	pseudogene
CTC-499B15.4	19	40.66	pseudogene
CTC-503J8.2	19	50.27	pseudogene
CTC-505O3.1	5	49.5	pseudogene
CTC-507E12.1	5	57.69	pseudogene
CTC-507E2.2	17	68.44	pseudogene
CTC-512J14.1	5	41.67	pseudogene
CTC-512J14.2	5	53.71	pseudogene
CTC-512J14.5	5	50.75	pseudogene
CTC-512J14.7	5	58.36	pseudogene
CTC-513N18.3	19	39.33	pseudogene
CTC-513N18.3	HG730_PATCH	39.33	pseudogene
CTC-513N18.4	19	77.97	pseudogene
CTC-513N18.5	19	39.21	pseudogene
CTC-513N18.5	HG730_PATCH	39.21	pseudogene
CTC-513N18.6	19	41.03	lincRNA
CTC-527H23.1	16	38.38	pseudogene
CTC-534A2.2	5	38.83	protein_coding
CTC-534B23.1	5	52.57	pseudogene
CTC-535M15.1	5	42.12	pseudogene
CTC-543D15.1	19	53.78	pseudogene
CTC-550B14.1	19	49.25	pseudogene
CTC-550B14.1	HSCHR19LRC_COX1_CTG1	49.25	pseudogene
CTC-550B14.1	HSCHR19LRC_COX2_CTG1	49.25	pseudogene
CTC-550B14.1	HSCHR19LRC_LRC_I_CTG1	49.25	pseudogene
CTC-550B14.1	HSCHR19LRC_LRC_J_CTG1	49.25	pseudogene
CTC-550B14.1	HSCHR19LRC_LRC_S_CTG1	49.25	pseudogene
CTC-550B14.1	HSCHR19LRC_LRC_T_CTG1	49.25	pseudogene
CTC-550B14.1	HSCHR19LRC_PGF1_CTG1	49.25	pseudogene
CTC-550B14.1	HSCHR19LRC_PGF2_CTG1	49.25	pseudogene
CTC-550B14.6	19	51.22	protein_coding
CTC-550B14.6	HSCHR19LRC_COX1_CTG1	51.22	protein_coding
CTC-550B14.6	HSCHR19LRC_COX2_CTG1	51.22	protein_coding
CTC-550B14.6	HSCHR19LRC_LRC_I_CTG1	51.22	protein_coding
CTC-550B14.6	HSCHR19LRC_LRC_J_CTG1	51.22	protein_coding
CTC-550B14.6	HSCHR19LRC_LRC_S_CTG1	51.22	protein_coding
CTC-550B14.6	HSCHR19LRC_LRC_T_CTG1	51.22	protein_coding
CTC-550B14.6	HSCHR19LRC_PGF1_CTG1	51.22	protein_coding
CTC-550B14.7	19	49.09	antisense
CTC-550B14.7	HSCHR19LRC_COX1_CTG1	49.09	antisense
CTC-550B14.7	HSCHR19LRC_COX2_CTG1	49.09	antisense
CTC-550B14.7	HSCHR19LRC_LRC_I_CTG1	49.09	antisense
CTC-550B14.7	HSCHR19LRC_LRC_J_CTG1	49.09	antisense
CTC-550B14.7	HSCHR19LRC_LRC_S_CTG1	49.09	antisense
CTC-550B14.7	HSCHR19LRC_LRC_T_CTG1	49.09	antisense
CTC-550B14.7	HSCHR19LRC_PGF1_CTG1	49.09	antisense
CTC-550B14.8	19	51.98	antisense
CTC-550B14.8	HSCHR19LRC_COX1_CTG1	51.98	antisense
CTC-550B14.8	HSCHR19LRC_COX2_CTG1	51.98	antisense
CTC-550B14.8	HSCHR19LRC_LRC_I_CTG1	51.98	antisense
CTC-550B14.8	HSCHR19LRC_LRC_J_CTG1	51.98	antisense
CTC-550B14.8	HSCHR19LRC_LRC_S_CTG1	51.98	antisense
CTC-550B14.8	HSCHR19LRC_LRC_T_CTG1	51.98	antisense
CTC-550B14.8	HSCHR19LRC_PGF1_CTG1	51.98	antisense
CTC-550M4.1	5	38.67	pseudogene
CTC-555I19.1	5	39.76	pseudogene
CTC-556K20.1	5	40.06	pseudogene
CTC-559E9.2	19	48.65	pseudogene
CTC-563A5.4	5	43.79	pseudogene
CTC-575D19.1	5	53.57	pseudogene
CTC-661I16.1	16	48.96	pseudogene
CTC-756D1.1	8	55.49	pseudogene
CTC-782O7.2	18	56.58	pseudogene
CTC-788C1.1	8	44.63	pseudogene
CTC-820M8.1	8	38.76	pseudogene
CTC-830E23.1	11	41.53	pseudogene
CTCF	16	45.32	protein_coding
CTCFL	20	45.44	protein_coding
CTD-2003D5.1	5	39.57	pseudogene
CTD-2005D20.1	4	32.38	pseudogene
CTD-2006C1.6	19	43.51	pseudogene
CTD-2007H13.1	5	52.33	pseudogene
CTD-2008A1.2	15	44.78	pseudogene
CTD-2008O4.1	8	34.54	pseudogene
CTD-2008P7.5	17	45.85	pseudogene
CTD-2008P7.6	17	50.84	pseudogene
CTD-2008P7.7	17	63.73	pseudogene
CTD-2010I16.1	11	45.55	pseudogene
CTD-2011G17.1	5	51.06	pseudogene
CTD-2012J19.1	5	39.89	pseudogene
CTD-2012J19.2	5	48.76	pseudogene
CTD-2013N17.1	19	58.01	pseudogene
CTD-2014B16.1	14	46.25	pseudogene
CTD-2014B16.2	14	46.15	pseudogene
CTD-2014E2.5	16	44.36	pseudogene
CTD-2014N11.1	15	37.75	pseudogene
CTD-2014N11.2	15	40.21	pseudogene
CTD-2014N11.3	15	37.15	pseudogene
CTD-2015B23.2	5	43.44	pseudogene
CTD-2015H6.1	5	45.18	pseudogene
CTD-2015H6.2	5	43.38	pseudogene
CTD-2017C7.3	14	42.94	pseudogene
CTD-2017D11.3	19	35.79	pseudogene
CTD-2017D15.1	5	55.8	pseudogene
CTD-2019H15.1	15	45.87	pseudogene
CTD-2020P22.1	5	40.26	pseudogene
CTD-2021A8.1	7	60.24	pseudogene
CTD-2021A8.2	7	67.79	pseudogene
CTD-2021A8.3	7	68.47	pseudogene
CTD-2022H16.2	15	36.7	pseudogene
CTD-2022H16.3	15	65.56	pseudogene
CTD-2024I7.1	5	39.9	pseudogene
CTD-2026G22.1	11	35.68	pseudogene
CTD-2026G6.2	3	59.05	pseudogene
CTD-2027G2.1	15	42.34	pseudogene
CTD-2028E8.1	11	41.99	pseudogene
CTD-2031P19.4	5	49.87	pseudogene
CTD-2033A16.2	16	50.5	pseudogene
CTD-2033D24.1	17	43.25	pseudogene
CTD-2033D24.2	17	39.73	pseudogene
CTD-2036A18.1	5	49.48	pseudogene
CTD-2036J7.1	8	49.94	pseudogene
CTD-2037K23.1	5	42.72	pseudogene
CTD-2042D5.1	5	46.33	pseudogene
CTD-2045M21.1	5	43.88	pseudogene
CTD-2046J7.1	5	45.97	pseudogene
CTD-2049O17.1	5	44.94	pseudogene
CTD-2053J20.1	3	41.23	pseudogene
CTD-2054N24.1	15	59.09	pseudogene
CTD-2057D4.2	19	78.16	pseudogene
CTD-2057J6.1	5	39.94	pseudogene
CTD-2057J6.2	5	42.62	pseudogene
CTD-2060C23.1	5	49.86	pseudogene
CTD-2060F24.1	5	37.72	pseudogene
CTD-2061E19.1	5	48.14	pseudogene
CTD-2062F14.2	14	43.03	pseudogene
CTD-2062O1.1	5	45.86	pseudogene
CTD-2063L20.1	11	45.01	pseudogene
CTD-2073O6.1	5	41.92	pseudogene
CTD-2083E4.5	5	39.62	pseudogene
CTD-2085F10.1	5	44.25	pseudogene
CTD-2085J24.5	19	59.34	pseudogene
CTD-2086L14.1	19	65.9	pseudogene
CTD-2089O24.1	5	41.57	pseudogene
CTD-2089O24.2	5	53.87	pseudogene
CTD-2090I13.2	1	42.67	pseudogene
CTD-2090I13.3	1	51.66	pseudogene
CTD-2095E4.1	17	46.26	pseudogene
CTD-2095E4.2	17	47.58	pseudogene
CTD-2102P23.1	19	60.79	pseudogene
CTD-2104P17.1	17	42.58	pseudogene
CTD-2108O9.4	5	49.44	pseudogene
CTD-2110K23.1	5	50.49	pseudogene
CTD-2114J12.1	8	40.57	pseudogene
CTD-2119F7.2	16	45.03	pseudogene
CTD-2119L1.1	11	45.91	pseudogene
CTD-2122P11.1	5	41.97	pseudogene
CTD-2126E3.5	19	53.15	pseudogene
CTD-2127O16.1	5	51.1	pseudogene
CTD-2127O16.2	5	41.1	pseudogene
CTD-2128F4.1	5	41.54	pseudogene
CTD-2132H18.3	11	39.36	pseudogene
CTD-2132N18.2	17	53.97	sense_intronic
CTD-2138O14.1	5	46.88	pseudogene
CTD-2139B15.1	5	61.72	pseudogene
CTD-2141G3.1	5	39.76	pseudogene
CTD-2144E22.10	16	36.65	pseudogene
CTD-2144E22.11	16	54.8	pseudogene
CTD-2144E22.2	16	41.07	pseudogene
CTD-2144E22.7	16	53.11	pseudogene
CTD-2151A2.2	5	39.81	pseudogene
CTD-2151A2.3	5	41.15	pseudogene
CTD-2151L9.1	5	32.91	pseudogene
CTD-2151L9.2	5	35.96	pseudogene
CTD-2156G10.1	5	48.24	pseudogene
CTD-2156G10.2	5	45.68	pseudogene
CTD-2158P22.1	5	41.81	pseudogene
CTD-2158P22.4	5	49.79	pseudogene
CTD-2160D9.1	5	42.59	pseudogene
CTD-2161E19.1	5	50.54	pseudogene
CTD-2165H16.1	5	47.7	pseudogene
CTD-2165H16.3	5	35.94	pseudogene
CTD-2173J9.3	10	67.73	pseudogene
CTD-2173J9.3	HG1211_PATCH	67.73	pseudogene
CTD-2173L22.3	9	41.02	pseudogene
CTD-2173L22.4	9	39.47	pseudogene
CTD-2175M1.3	14	51.33	pseudogene
CTD-2175M1.4	14	44.98	pseudogene
CTD-2176I21.1	5	45.05	pseudogene
CTD-2179L22.1	5	45.35	pseudogene
CTD-2182N23.1	8	46.07	pseudogene
CTD-2183H9.3	X	42.98	pseudogene
CTD-2183H9.3	HG1497_PATCH	42.98	pseudogene
CTD-2183H9.7	X	40.41	pseudogene
CTD-2183H9.7	HG1497_PATCH	40.41	pseudogene
CTD-2184C24.1	14	44.57	pseudogene
CTD-2184D3.1	15	46.14	pseudogene
CTD-2186M15.1	5	46.63	pseudogene
CTD-2192J16.15	19	54.57	pseudogene
CTD-2193P3.1	5	42.89	pseudogene
CTD-2194F12.1	5	46.26	pseudogene
CTD-2194F4.1	5	38.6	pseudogene
CTD-2194F4.2	5	46.11	pseudogene
CTD-2195M15.1	5	37.04	pseudogene
CTD-2197M16.1	5	59.86	pseudogene
CTD-2198K18.1	5	50.3	pseudogene
CTD-2200P10.1	17	48.63	pseudogene
CTD-2200P10.2	17	41.99	pseudogene
CTD-2201E18.1	5	41.79	pseudogene
CTD-2201E18.2	5	40.28	pseudogene
CTD-2201E18.4	5	42.83	pseudogene
CTD-2206G10.1	5	48.79	pseudogene
CTD-2206G10.2	5	51.2	pseudogene
CTD-2206N4.1	17	43.59	pseudogene
CTD-2206N4.4	17	51.12	pseudogene
CTD-2207L17.1	5	42.38	pseudogene
CTD-2207L17.2	5	42.91	pseudogene
CTD-2207O23.12	19	52.57	protein_coding
CTD-2209N14.1	5	45.84	pseudogene
CTD-2210A23.1	8	37.67	pseudogene
CTD-2210P15.1	5	54.49	pseudogene
CTD-2210P15.2	5	45.41	pseudogene
CTD-2213F21.1	14	40.73	pseudogene
CTD-2218G20.1	5	44.23	pseudogene
CTD-2218K11.1	5	37.72	pseudogene
CTD-2218K11.3	5	51.16	pseudogene
CTD-2224J9.4	19	41.06	pseudogene
CTD-2224J9.7	19	60.29	pseudogene
CTD-2224J9.8	19	46.57	pseudogene
CTD-2225F20.1	X	35.46	pseudogene
CTD-2228K2.1	5	59.46	pseudogene
CTD-2228K2.2	5	43.5	pseudogene
CTD-2230M5.1	X	45.24	pseudogene
CTD-2230M5.1	HG1462_PATCH	45.24	pseudogene
CTD-2231E14.6	19	52.83	pseudogene
CTD-2233C11.3	5	58.93	pseudogene
CTD-2235C13.1	5	48.99	pseudogene
CTD-2240G15.1	11	44.24	pseudogene
CTD-2244C20.1	5	53.71	pseudogene
CTD-2244F11.2	17	45.13	pseudogene
CTD-2245F17.11	19	48.07	pseudogene
CTD-2248H3.1	5	44.44	pseudogene
CTD-2258A20.3	16	39.27	pseudogene
CTD-2262B20.1	15	43.6	pseudogene
CTD-2265D6.1	5	44.34	pseudogene
CTD-2265D6.2	5	44.11	pseudogene
CTD-2266L18.1	5	40.57	pseudogene
CTD-2267D19.4	17	50.31	pseudogene
CTD-2267G17.2	X	37.62	pseudogene
CTD-2267G17.2	HG1433_PATCH	37.62	pseudogene
CTD-2269E23.2	5	42.97	pseudogene
CTD-2270N23.1	15	53.66	pseudogene
CTD-2272D18.2	8	40.97	pseudogene
CTD-2272G21.1	5	35.62	pseudogene
CTD-2272G21.2	5	44.33	pseudogene
CTD-2272G21.3	5	41.87	pseudogene
CTD-2275D10.2	5	60.55	pseudogene
CTD-2278B20.1	5	43.72	pseudogene
CTD-2281D19.1	5	53.38	pseudogene
CTD-2282P23.1	5	41.03	pseudogene
CTD-2284O10.1	5	45.8	pseudogene
CTD-2285G11.1	5	38.42	pseudogene
CTD-2287O16.1	5	47.63	pseudogene
CTD-2290C23.1	5	42.01	pseudogene
CTD-2290C23.2	5	43.75	pseudogene
CTD-2290C23.3	5	43.96	pseudogene
CTD-2290P7.1	5	50.72	pseudogene
CTD-2298J14.1	14	36.04	pseudogene
CTD-2299E8.1	5	37.3	pseudogene
CTD-2299I21.1	5	40.97	pseudogene
CTD-2301A4.1	5	44.07	pseudogene
CTD-2301A4.3	5	42.23	pseudogene
CTD-2302A16.2	11	36.54	pseudogene
CTD-2302E22.1	14	47.06	pseudogene
CTD-2302E22.3	14	41.5	pseudogene
CTD-2309H9.2	8	44.51	pseudogene
CTD-2309H9.4	8	44.89	pseudogene
CTD-2311A18.1	5	47.33	pseudogene
CTD-2311B13.3	14	61.46	pseudogene
CTD-2311B13.6	14	53.74	pseudogene
CTD-2311B13.8	14	40.68	pseudogene
CTD-2311M21.2	15	43.1	pseudogene
CTD-2312P21.1	5	51.66	pseudogene
CTD-2313D3.1	5	55.45	pseudogene
CTD-2313J17.3	15	47.92	pseudogene
CTD-2313N18.2	11	45.89	pseudogene
CTD-2313N18.7	11	33.75	pseudogene
CTD-2313N18.8	11	35.79	pseudogene
CTD-2314B22.2	14	34.72	pseudogene
CTD-2315A10.1	14	45.98	pseudogene
CTD-2315A10.2	14	52.46	pseudogene
CTD-2318B16.1	16	36.48	pseudogene
CTD-2318B16.2	16	41.05	pseudogene
CTD-2318B16.3	16	37.9	pseudogene
CTD-2318B16.4	16	32.65	pseudogene
CTD-2319I12.3	17	60.06	pseudogene
CTD-2319I12.7	17	44.91	pseudogene
CTD-2320B12.1	14	38.66	pseudogene
CTD-2320B12.2	14	40.15	pseudogene
CTD-2320B12.3	14	38.9	pseudogene
CTD-2323K18.2	15	39.11	pseudogene
CTD-2323K18.3	15	76.7	pseudogene
CTD-2325A15.2	5	39.05	pseudogene
CTD-2325A15.3	5	47.29	pseudogene
CTD-2325K12.1	14	38.28	pseudogene
CTD-2325P2.2	14	48.99	pseudogene
CTD-2330J20.1	15	38.75	pseudogene
CTD-2331D11.1	5	42.19	pseudogene
CTD-2331H12.5	19	39.81	pseudogene
CTD-2332E11.2	19	47.38	lincRNA
CTD-2335L22.4	14	44.88	pseudogene
CTD-2335L22.6	14	35.92	pseudogene
CTD-2335O3.2	5	37.5	pseudogene
CTD-2336H13.1	16	40.42	pseudogene
CTD-2336O2.2	8	54.53	pseudogene
CTD-2339M3.1	5	44.97	pseudogene
CTD-2340F8.1	9	53.53	pseudogene
CTD-2340F8.3	9	36.9	pseudogene
CTD-2341D24.1	5	56.85	pseudogene
CTD-2342I9.1	11	40.25	pseudogene
CTD-2343P13.1	15	45.74	pseudogene
CTD-2345M20.1	8	44.99	pseudogene
CTD-2345M20.2	8	54.82	pseudogene
CTD-2347I17.1	5	36.3	pseudogene
CTD-2349B8.1	16	46.79	protein_coding
CTD-2349P21.1	17	50.48	pseudogene
CTD-2350C19.5	17	46.24	pseudogene
CTD-2350C19.5	HG883_PATCH	46.24	pseudogene
CTD-2351A8.1	5	41.78	pseudogene
CTD-2353N24.1	5	51.61	pseudogene
CTD-2358C21.1	16	47.41	pseudogene
CTD-2358C21.2	16	48.34	pseudogene
CTD-2367A17.1	5	46.63	pseudogene
CTD-2368P22.1	19	50.45	protein_coding
CTD-2372A4.1	5	43.75	pseudogene
CTD-2373J19.1	14	38.77	pseudogene
CTD-2375G15.1	5	56.55	pseudogene
CTD-2377D24.2	17	43.75	pseudogene
CTD-2378E21.1	17	38.21	lincRNA
CTD-2381F24.1	11	39.19	pseudogene
CTD-2396E7.7	19	46.37	pseudogene
CTD-2396E7.8	19	41.19	pseudogene
CTD-2410N18.1	5	45.18	pseudogene
CTD-2501E16.1	15	44.72	pseudogene
CTD-2501O3.1	3	39.47	pseudogene
CTD-2501O3.2	3	39.71	pseudogene
CTD-2501O3.3	3	43.7	pseudogene
CTD-2503H21.2	16	43.94	pseudogene
CTD-2503O16.1	5	39.1	pseudogene
CTD-2503O16.2	5	52.56	pseudogene
CTD-2503O16.3	5	40.32	pseudogene
CTD-2509G16.1	14	47.41	pseudogene
CTD-2509G16.3	14	55.54	pseudogene
CTD-2509G16.4	14	44.92	pseudogene
CTD-2510F5.2	17	51.27	pseudogene
CTD-2514C3.1	20	44.41	pseudogene
CTD-2515C13.1	18	43.03	pseudogene
CTD-2515H24.1	15	47.79	pseudogene
CTD-2516K3.3	5	45.42	pseudogene
CTD-2517O10.5	5	45.58	pseudogene
CTD-2518G19.1	HSCHR19_1_CTG3_1	54.62	pseudogene
CTD-2518G19.3	19	43.8	sense_intronic
CTD-2521M24.4	19	44.99	pseudogene
CTD-2522B17.4	16	64.05	pseudogene
CTD-2522B17.5	16	61.87	pseudogene
CTD-2522B17.6	16	64.72	pseudogene
CTD-2522B17.8	16	48.56	pseudogene
CTD-2522E6.4	X	55.44	pseudogene
CTD-2526A2.5	17	45.14	pseudogene
CTD-2526L21.2	7	54.09	pseudogene
CTD-2526L21.3	7	70	pseudogene
CTD-2528L19.3	19	45.26	pseudogene
CTD-2528N2.1	11	43.41	pseudogene
CTD-2530H12.5	11	44.83	pseudogene
CTD-2533G20.1	18	39.69	pseudogene
CTD-2533K21.1	5	36.49	pseudogene
CTD-2533K21.2	5	59.14	pseudogene
CTD-2533K21.3	5	63.17	pseudogene
CTD-2535P7.1	17	48.26	pseudogene
CTD-2535P7.2	17	44.85	pseudogene
CTD-2537L20.1	11	42.86	pseudogene
CTD-2538A21.1	5	39.6	pseudogene
CTD-2538G9.3	19	37.29	pseudogene
CTD-2540L5.3	14	56.19	pseudogene
CTD-2541J13.2	18	38.85	antisense
CTD-2542C24.2	19	35.65	pseudogene
CTD-2542C24.3	19	40.56	pseudogene
CTD-2542C24.4	HSCHR19_1_CTG3	37.22	pseudogene
CTD-2542C24.6	19	50.42	pseudogene
CTD-2542C24.7	19	55.56	pseudogene
CTD-2542C24.8	19	39.61	lincRNA
CTD-2542O7.2	X	46.28	pseudogene
CTD-2544L4.1	8	39.24	pseudogene
CTD-2545G14.2	17	46.86	pseudogene
CTD-2547E10.2	16	43.71	pseudogene
CTD-2547E10.3	16	50.92	pseudogene
CTD-2547L16.2	8	37.23	pseudogene
CTD-2547L16.3	8	43.61	pseudogene
CTD-2550O8.7	19	49.1	pseudogene
CTD-2552B11.2	14	46.39	pseudogene
CTD-2552B11.3	14	34.57	pseudogene
CTD-2554C21.1	19	43.57	pseudogene
CTD-2555K7.1	14	42.47	pseudogene
CTD-2555K7.3	14	48.01	pseudogene
CTD-2557P19.1	HG729_PATCH	48.51	pseudogene
CTD-2557P19.4	19	59.39	pseudogene
CTD-2557P19.4	HG729_PATCH	59.39	pseudogene
CTD-2560C21.1	14	37.17	pseudogene
CTD-2561J22.1	19	47.58	pseudogene
CTD-2561J22.2	19	37.56	pseudogene
CTD-2561J22.6	19	38.99	pseudogene
CTD-2562G15.2	15	51.42	pseudogene
CTD-2568P8.3	14	49.72	pseudogene
CTD-2571E19.1	8	34.2	pseudogene
CTD-2571E19.3	8	57.37	pseudogene
CTD-2575K13.6	19	60.61	pseudogene
CTD-2576D5.2	16	38.64	pseudogene
CTD-2576D5.3	16	39.34	pseudogene
CTD-2576F9.1	15	65.58	pseudogene
CTD-2579N5.1	19	39.35	pseudogene
CTD-2579N5.4	19	75.44	pseudogene
CTD-2583A14.1	19	49.67	pseudogene
CTD-2586B10.1	19	50.46	lincRNA
CTD-2587H19.1	19	48	lincRNA
CTD-2587H19.1	HSCHR19LRC_COX2_CTG1	48	lincRNA
CTD-2587H19.2	19	59.63	sense_intronic
CTD-2587H19.2	HSCHR19LRC_COX1_CTG1	59.63	sense_intronic
CTD-2587H19.3	19	36.2	lincRNA
CTD-2587H24.1	19	51.32	pseudogene
CTD-2588C8.6	19	39.59	pseudogene
CTD-2588J6.1	16	41.08	pseudogene
CTD-2589H19.4	5	55.96	pseudogene
CTD-2589O24.1	11	46.37	pseudogene
CTD-2593A12.2	5	44.17	pseudogene
CTD-2593A12.3	5	52.04	pseudogene
CTD-2593A12.4	5	49.05	pseudogene
CTD-2594A10.4	18	54.3	pseudogene
CTD-2594K21.1	8	41.57	pseudogene
CTD-2596O15.1	19	49.3	pseudogene
CTD-2607J13.1	19	42.89	pseudogene
CTD-2611K5.2	15	46.06	pseudogene
CTD-2611K5.5	15	52.27	pseudogene
CTD-2611K5.6	15	49.29	pseudogene
CTD-2611O12.2	19	42.36	protein_coding
CTD-2611O12.3	19	46.96	pseudogene
CTD-2611O12.6	19	45.35	pseudogene
CTD-2613O8.1	5	44.39	pseudogene
CTD-2616J11.12	19	43.86	pseudogene
CTD-2616J11.15	19	63.35	pseudogene
CTD-2616J11.4	19	55.69	protein_coding
CTD-2619J13.1	19	36.33	pseudogene
CTD-2620I22.2	19	50.05	pseudogene
CTD-2623H2.3	19	58.91	pseudogene
CTD-2623H2.7	19	43.86	pseudogene
CTD-2623N2.3	19	32.16	pseudogene
CTD-2626G11.2	19	46.35	lincRNA
CTD-2626G11.3	19	38.06	pseudogene
CTD-2626G11.3	HSCHR19_1_CTG3	38.06	pseudogene
CTD-2630F21.2	19	55.39	pseudogene
CTD-2643K12.1	15	59.42	pseudogene
CTD-2647E9.1	15	44.44	pseudogene
CTD-2649C14.1	16	46.03	pseudogene
CTD-2651B20.2	15	50.13	pseudogene
CTD-2651B20.4	15	39.24	pseudogene
CTD-2651B20.5	15	49.35	pseudogene
CTD-2651C21.3	11	37.68	pseudogene
CTD-2653M23.1	5	55.88	pseudogene
CTD-2666L21.2	19	59.48	pseudogene
CTD-2666L21.3	19	60.19	pseudogene
CTD-3006G17.2	14	34.26	pseudogene
CTD-3014H8.1	14	46.29	pseudogene
CTD-3020H12.3	19	46.04	pseudogene
CTD-3030D20.1	19	40.32	pseudogene
CTD-3030D20.2	19	37.75	pseudogene
CTD-3032H12.3	16	40.31	pseudogene
CTD-3035D6.1	14	49.89	pseudogene
CTD-3051L14.13	11	43.95	pseudogene
CTD-3051L14.14	11	43.66	pseudogene
CTD-3057O21.1	16	42.07	pseudogene
CTD-3064M3.6	8	48.17	pseudogene
CTD-3065B20.1	15	41.42	pseudogene
CTD-3073N11.5	19	48.16	pseudogene
CTD-3074O7.7	11	44.83	pseudogene
CTD-3083F21.1	8	48.2	pseudogene
CTD-3083F21.5	8	47.72	pseudogene
CTD-3088G3.4	16	49.23	pseudogene
CTD-3092A11.1	15	40.29	pseudogene
CTD-3093M3.1	19	36.9	lincRNA
CTD-3093M3.1	HSCHR19LRC_COX2_CTG1	36.9	lincRNA
CTD-3093M3.1	HSCHR19LRC_LRC_I_CTG1	36.9	lincRNA
CTD-3093M3.1	HSCHR19LRC_LRC_J_CTG1	36.9	lincRNA
CTD-3093M3.1	HSCHR19LRC_LRC_S_CTG1	36.9	lincRNA
CTD-3093M3.1	HSCHR19LRC_LRC_T_CTG1	36.9	lincRNA
CTD-3105H18.10	19	38.05	pseudogene
CTD-3105H18.11	19	45.29	pseudogene
CTD-3105H18.4	19	41.02	pseudogene
CTD-3105H18.5	19	43.9	pseudogene
CTD-3105H18.8	19	40.99	pseudogene
CTD-3105H18.9	19	46.55	pseudogene
CTD-3107M8.1	8	37.22	pseudogene
CTD-3107M8.2	8	46.06	pseudogene
CTD-3110P2.2	11	52.17	pseudogene
CTD-3113P16.7	19	50.49	pseudogene
CTD-3116E22.6	19	39.39	pseudogene
CTD-3131K8.1	19	41.93	pseudogene
CTD-3138B18.1	19	42.15	pseudogene
CTD-3141N22.1	19	42.31	pseudogene
CTD-3145H4.1	8	50.8	pseudogene
CTD-3148I10.13	19	44.23	pseudogene
CTD-3162L10.5	19	58.06	pseudogene
CTD-3187F8.12	19	47.76	pseudogene
CTD-3187F8.15	19	61.2	pseudogene
CTD-3187F8.6	19	54.6	pseudogene
CTD-3187F8.7	19	50.04	pseudogene
CTD-3193K9.1	17	44.93	pseudogene
CTD-3193O13.10	19	58.73	pseudogene
CTD-3199J23.6	17	47	pseudogene
CTD-3211M3.1	3	40.48	pseudogene
CTD-3214H19.12	19	47.76	pseudogene
CTD-3214H19.16	19	61.14	protein_coding
CTD-3216D2.4	20	47.83	pseudogene
CTD-3232M19.2	8	61.45	pseudogene
CTD-3233P19.7	19	38.17	pseudogene
CTD-3233P19.8	19	33.94	pseudogene
CTD-3236F5.1	11	43.1	pseudogene
CTD-3244O18.5	7	38.89	pseudogene
CTD-3244O18.6	7	47.25	pseudogene
CTD-3244O18.7	7	49.28	pseudogene
CTDNEP1	17	52.53	protein_coding
CTDP1	18	53.38	protein_coding
CTDP1	LRG_236		LRG_gene
CTDSP1	2	63.19	protein_coding
CTDSP2	12	51.21	protein_coding
CTDSPL	3	42.29	protein_coding
CTDSPL2	15	40.06	protein_coding
CTF1	16	53.74	protein_coding
CTF2P	16	50.59	pseudogene
CTGF	6	52.28	protein_coding
CTGLF10P	10	40.58	pseudogene
CTGLF11P	10	40.57	pseudogene
CTGLF12P	10	40.51	pseudogene
CTGLF12P	HG1211_PATCH	40.52	pseudogene
CTGLF8P	10	39.14	pseudogene
CTGLF8P	HG1211_PATCH	39.2	pseudogene
CTGLF9P	10	39.26	pseudogene
CTGLF9P	HG1211_PATCH	39.26	pseudogene
CTH	1	39.51	protein_coding
CTHRC1	8	39.94	protein_coding
CTIF	18	50.34	protein_coding
CTLA4	2	42.22	protein_coding
CTNNA1	5	44.15	protein_coding
CTNNA2	2	38.65	protein_coding
